LPC_NAME,lat,long
Woodrow United Methodist Church,40.543135981031284,-74.20126393153151
Ernest Flagg Estate Cottage: McCall's Demonstration House,40.58403494845206,-74.10793321280653
Kreischerville Workers' Houses,40.53457646838337,-74.23922091395359
Abraham Manee House,40.51336669826746,-74.1962556790615
Rossville A.M.E. Zion Church Cemetery,40.54133208234182,-74.2202564113365
Staten Island Savings Bank Building,40.627271927984104,-74.07721910595255
George Cunningham Store,40.510856670099635,-74.24823502651547
Frederick Law Olmsted House,40.53198797240115,-74.15807929100804
Conference House,40.50280600578583,-74.25397489266153
565 and 569 Bloomingdale Road Cottages,40.539157213826,-74.21711148094485
Saint Patrick's Church,40.570948234742225,-74.14357941776625
Theodore H. and Elizabeth DeHart House,40.51142814121146,-74.24980227402907
Memorial Church of the Huguenots,40.53180239549674,-74.19246442671133
Kreischerville Workers' Houses,40.534856986836196,-74.23923959183779
Abraham J. Wood House,40.52531298752939,-74.20428526327986
"New York Public Library, Tottenville Branch",40.50954626222029,-74.24407531452975
Reverend Isaac Coleman and Rebecca Gray Coleman House,40.54106419300334,-74.21467173316783
Rossville A.M.E. Zion Church,40.539468357966385,-74.21820740137935
John H. and Elizabeth J. Elsworth House,40.523037290362176,-74.20552484804482
James L. and Lucinda Bedell House,40.50911420675835,-74.2454635106263
Charles Kreischer House,40.53256661128648,-74.23779132131166
"New York State Supreme Court, Queens County, Long Island City Branch",40.74567909897975,-73.94293744386022
"Fire Engine Company 258, Hook and Ladder Company 115",40.74498510889642,-73.95169949288872
New York Architectural Terra Cotta Company Building,40.75399343453344,-73.94978680616614
Abraham Lent House,40.77309403452767,-73.89215287527983
Benjamin T. Pike House,40.77873493627175,-73.89700015368658
Lawrence Family Graveyard,40.77727795458973,-73.90567851393584
Moore-Jackson Cemetery,40.755918408819184,-73.90750959271796
"Fire Engine Company 289, Ladder Company 138",40.74617296529237,-73.86528871603542
Louis Armstrong House,40.754556971452494,-73.86159375624271
Newtown High School,40.7407423639439,-73.8740229931175
Edward E. Sanford House,40.74579871630733,-73.86017767646187
Remsen Cemetery,40.712447983931376,-73.85845574861551
"Firehouse, Engine Company 305 and Hook & Ladder 151",40.71818714716128,-73.83773191088558
Ralph Bunche House,40.70649318688863,-73.83697856452756
Adrian and Ann Wyckoff Onderdonk House,40.71071221068543,-73.91930912026966
Herman A. and Malvina Schleicher House,40.78679667948631,-73.84481951230805
Poppenhusen Institute,40.78423842190864,-73.85275790738737
"Queens Borough Public Library, Poppenhusen Branch",40.786251430461135,-73.84601245937093
"Arthur and Dorothy Dalton Hammerstein House, Wildflower",40.79460969438141,-73.79517595959031
Fitzgerald/Ginsberg House,40.77113724509023,-73.82311414812284
Friends Meeting House,40.76280546651846,-73.83010433981796
Flushing Town Hall,40.763965196173835,-73.8299575428388
Flushing High School,40.7648161188467,-73.82660044269751
Bowne House,40.762900790702005,-73.82474879122213
Weeping Beech Tree,40.76374836620986,-73.82392024879664
35-34 Bell Boulevard,40.7680698910047,-73.77368326576884
Lawrence Graveyard,40.76328737942435,-73.7668794707375
Benjamin P. Allen House,40.772925892714554,-73.75036357963795
Cornelius Van Wyck House,40.773248125666164,-73.75252199222945
Public School 66,40.69796626768534,-73.8460374432549
Daniel and Abbie B. Eldridge House,40.695325380825636,-73.83595864537622
Richmond Hill Republican Club,40.70093710933709,-73.83094003819232
Rufus King House,40.703644921638976,-73.80361260474702
Jamaica Savings Bank,40.7019434689472,-73.80821524369914
Queens General Court House,40.70444214033289,-73.80827301728941
Jamaica Chamber of Commerce Building,40.705594832644934,-73.79909864578526
Jamaica High School,40.70811235217276,-73.79939946837086
Suffolk Title and Guarantee Company Build,40.705174533972546,-73.7995857930939
Loew's Valencia Theater,40.70605888910215,-73.79465274524772
La Casina,40.70435094343,-73.79923188287461
The Register,40.70369614325108,-73.7980454903507
Jamaica Savings Bank,40.70356344951371,-73.79817399987867
J. Kurtz & Sons Store,40.704247903767154,-73.79698631799924
Prospect Cemetery,40.701267923511296,-73.79968576520292
Richard Cornell Graveyard,40.600396957355485,-73.74989851540798
"Firehouse, Engine Company 268 and Hook & Ladder Company 137",40.580832967712574,-73.83817539849827
International Mercantile Marine Company Building,40.7049619250455,-74.01431853394809
Beaver Building,40.705169409776566,-74.00850166027678
Bowling Green Offices Building,40.70526047267414,-74.0141881732912
Hanover Bank,40.70447495894773,-74.00983063850092
City Bank-Farmers Trust Company Building,40.705410361897734,-74.00955567040123
United States Custom House,40.70413792921336,-74.01367030814399
J. & W. Seligman & Company Building,40.704781007021964,-74.01000184816435
American Bank Note Company Office Building,40.7047963304138,-74.01178522105648
Fraunces Tavern,40.70338182387553,-74.01132130617225
Standard Oil Building,40.70554017507465,-74.01291251736016
Saint George's Church,40.734472315409064,-73.98502590784143
New York City Police Headquarters,40.720312463441545,-73.99778247226433
Germania Life Insurance Company Building,40.7365923681517,-73.98851040194324
West End Collegiate Church and Collegiate School,40.78304620046025,-73.98141600986924
Town Hall,40.75613339347221,-73.98435727772014
"New York Public Library, Muhlenberg Branch",40.74452554688563,-73.9958871867239
Catholic Apostolic Church,40.76853403917678,-73.98628733433041
Thomas and Fanny Clarke House,40.74802303472583,-73.98207536553483
"New York Public Library, Seward Park Branch",40.7144231039278,-73.9885214700918
Church of Saint Mary-the-Virgin Complex,40.75838815730146,-73.98355526773241
New York Life Insurance Company Building,40.71634625441923,-74.00327937147537
Germania Bank Building,40.72120605915193,-73.99404096087923
36 Dominick Street House,40.72490856558315,-74.0067472988304
136 West 18th Street Stable,40.74032940308619,-73.99662099948719
326 West 85th Street House,40.78843281555602,-73.97948826111926
504 Canal Street House,40.72460557959154,-74.0096101891199
Chamber of Commerce of the State of New York,40.70899829726661,-74.00961016024951
432 Lafayette Street Building,40.72932894495769,-73.99240544536856
Astor Library,40.728869284309496,-73.99167036112965
130 West 57th Street Studio Building,40.76461013780949,-73.97869810659714
Fourteenth Ward Industrial School of the Children's Aid Society (Astor Memorial Building),40.72352281790233,-73.99435587010832
"New York Public Library, Chatham Square Branch",40.7132874744431,-73.99646911774296
30 Jones Street House,40.73165564621445,-74.00280521845646
Public School 67,40.75756378244508,-73.98349058072898
New York School of Applied Design for Women,40.744125197410135,-73.9817462849575
Scribner Building,40.74041733459807,-73.98998887516215
United States General Post Office,40.751522204414414,-73.9955018534877
9 West 16th Street Building,40.73795781533302,-73.99352557594078
All Saints' Free Church,40.71363800176728,-73.98309643281884
Fire Engine Company No. 54,40.76045971136371,-73.98808848805277
Hall of Records,40.71360224110119,-74.00414626790203
German-American Shooting Society Clubhouse,40.72903438992501,-73.98927874625038
New York Times Building,40.711637571894336,-74.00617683457416
Longacre Theater,40.76036065948192,-73.98592314636292
330 East 18th Street House,40.73409432518846,-73.98188751556025
Andrew Norwood House,40.739556956032466,-74.0011970566986
39 Worth Street Building,40.717705025934166,-74.00698005506601
Home Life Insurance Company Building,40.713490773401595,-74.00736239036023
First Houses,40.723607136035454,-73.98619660201018
Shearith Israel Graveyard,40.71275995995293,-73.99832346901736
Everett Building,40.736994582736706,-73.9891346605714
Stewart & Company Building,40.750297370898956,-73.98376783469072
Grace Chapel Hospital,40.730843058824334,-73.98193742413832
25 Park Place Building,40.71345996464877,-74.00867599150472
John Street Methodist Church,40.70909468678095,-74.00814468249354
428 Lafayette Street Building,40.729204770394176,-73.9925145289185
128 West 18th Street Stable,40.74021178006728,-73.99634295217452
Bank of the Metropolis,40.73693489694743,-73.99112588600238
Century Assocation Building,40.73521988117049,-73.98888117074351
Martin Beck Theater,40.75925269829681,-73.98919437353811
New York City Marble Cemetery,40.724614844262426,-73.98876578587009
Little Theater,40.757877617350374,-73.9877991024302
26 Jones Street House,40.7317132733899,-74.00265334672909
Hamilton-Holly House,40.729169377436556,-73.98963754547329
Globe Theater,40.75922434385669,-73.98585497494363
Saint Mark's-in-the-Bowery Church,40.73030897531659,-73.98723105467366
Grace Church Rectory,40.73228077986641,-73.9907725673603
James F. D. and Harriet Lanier Residence,40.74750437025183,-73.97961440599934
Union Building,40.736845194079834,-73.99090924941456
Guardian Life Insurance Company of America Annex,40.73657484234199,-73.98802279357287
126 West 18th Street Stable,40.740164022863695,-73.99629974962498
318 West 85th Street House,40.788342562146745,-73.97927369046556
Bowery Bank of New York Building,40.71872937912648,-73.99501417822115
Germania Fire Insurance Company Bowery Building,40.726745237684824,-73.99127134903011
Judson Hall,40.73032204537822,-73.99862916002769
Keller Hotel,40.73214924452749,-74.00994335423925
Ralph and Ann E. Van Wyck Mead House,40.72752407258458,-73.98791285115094
Barclay-Vesey Building,40.71379737054823,-74.01284123821752
486 Greenwich Street House,40.72522797334886,-74.00945814128094
Morse Building,40.71124839697283,-74.00614202284937
437 West 24th Street House,40.748045095620796,-74.00229276079631
Charlie Parker Residence,40.72649829252304,-73.97982728217944
Expanded Site of the Church of the Transfiguration,40.74518346056353,-73.98581207889174
94-100 Lafayette Street Building,40.71778699249486,-74.00154087693444
Yale Club of New York City Building,40.75526807617319,-73.98174060301834
The National Arts Club,40.73758254759541,-73.9868448871637
Fleming Smith Warehouse,40.723979299866805,-74.00990043924935
American Surety Company Building,40.70790422383928,-74.0110442553028
Hotel Gerard,40.7568190002957,-73.98410893261696
F. W. Devoe & Co. Factory,40.73855912709238,-74.00898368118506
Joseph Raphael De Lamar House,40.74967977146481,-73.98116902407295
Nicholas and Elizabeth Stuyvesant Fish House,40.730152373040376,-73.98855744045756
32 Dominick Street House,40.72489499511986,-74.0066039194909
Colony Club,40.7455778718002,-73.98485531536858
325-333 Broadway Building,40.716190497045524,-74.00495528277646
United States Realty Building,40.708914417076976,-74.01137257126821
Church of the Holy Communion Complex,40.74103521802331,-73.99355078511834
Metropolitan Savings Bank,40.72893506997445,-73.98997284387067
Central Savings Bank,40.77977456080339,-73.98114873293966
Western Union Building,40.717648352129636,-74.00821573361222
"R. H. Macy & Co. Store, 14th Street Annex",40.73686123343616,-73.99631527218716
457 West 24th Street House,40.74833992260188,-74.00294438227263
Federal Reserve Bank of New York,40.70829730635347,-74.00864394978069
David S. Brown Store,40.71584814130995,-74.00555080358853
New York Marble Cemetery,40.72554823924043,-73.99091905967761
Russell Sage Foundation Building and Annex,40.73876088183389,-73.9857215530213
Dorilton Apartments,40.77804068519288,-73.98159712896998
2 Park Avenue Building,40.74633757357118,-73.98273769699396
Belasco's Stuyvesant Theater,40.75670481545958,-73.98378638487914
Long Distance Building of the American Telephone & Telegraph Company,40.71999070134099,-74.00453245467891
Church Missions House,40.73925753630376,-73.98667541519859
Helen Miller Gould Carriage House,40.76676029038298,-73.98020886212127
Bialystoker Center and Home for the Aged,40.714570571395775,-73.98670416247653
Rodin Studios,40.765377400496334,-73.98059251384791
Alvin Theater,40.76300216508093,-73.98449361199816
324 West 85th Street House,40.788410665558736,-73.97943560016607
Friends Meeting House,40.73701384878474,-73.98540207318504
St. Louis Hotel,40.74601986351201,-73.9832984357154
90-94 Maiden Lane Building,40.70688781648649,-74.0074631994219
Fire Engine Company No. 65,40.755063898228386,-73.98189225034285
New York Yacht Club Building,40.75576293065877,-73.98155368882605
Anshe Chesed Synagogue,40.72113567051182,-73.98560699992636
Hotel Martinique,40.74851214560496,-73.98765809835476
Church of the Holy Communion Rectory,40.740933248139925,-73.9933148014332
145 Eighth Avenue House,40.741948318694824,-74.00128743240052
Chelsea Apartments,40.744228116520716,-73.99681274287313
E. V. Haughwout Building,40.72180394292191,-73.99941792953216
311 Broadway Building,40.71565608478731,-74.00545214147651
28 Jones Street House,40.73168973164387,-74.00272013581424
Royale Theater,40.75863494022939,-73.98774928505422
American Fine Arts Society,40.76626358334312,-73.98055624887868
Hotel Mansfield,40.75504271736442,-73.98107075787058
Broadhurst Theater,40.75832412115694,-73.98763946480379
A. T. Demarest & Company and Peerless Motor Car Company Buildings,40.76583618559459,-73.98149287746888
American Telephone & Telegraph Company Building,40.71091519791124,-74.00993812880361
Robert and Anne Dickey House,40.70716854525103,-74.01367676611144
Engineers' Club Building,40.75265950249568,-73.98350359431223
New York County Lawyers' Association Building,40.71193193657901,-74.0091751526854
The Wilbraham,40.746180599531684,-73.98662143941343
Gorham Building,40.74969331024753,-73.9841828007171
Hearst Magazine Building,40.76653580054473,-73.98371304535621
319 Broadway Building,40.71594986066621,-74.00515792375526
Fred F. French Building,40.75545242015339,-73.9788238637868
De Vinne Press Building,40.72795388978695,-73.99252504006138
511 Grand Street House,40.714429682292185,-73.98213271551192
Frederick and Lydia Prentiss House,40.780407106976625,-73.98536717719296
359 Broadway Building,40.71738556867123,-74.00401385762115
New York Life Insurance Company Building,40.74274036678528,-73.98541400500271
453 West 24th Street House,40.74828580780737,-74.00281536944972
480 Greenwich Street House/502 Canal Street House,40.72457540041237,-74.00955552267887
21 West 16th Street Building,40.738207118752754,-73.99411781924377
Ahrens Building,40.71696563680395,-74.00207882891402
Actors Studio,40.760150139906706,-73.99332710895212
449 West 24th Street House,40.748232420739065,-74.00268810120816
326 East 18th Street House,40.73415212257752,-73.98202503524902
Northern Reformed Church,40.71320879188476,-73.99485876103249
Algonquin Hotel,40.756107329877395,-73.98230214029394
Grolier Club,40.74650440122996,-73.983254371492
203 Prince Street House,40.72694142507142,-74.0027872873724
Red House,40.78878003570745,-73.98039812012709
Municipal Building,40.71291093895706,-74.0036847882835
130-132 West 18th Street Stables Building,40.740251189885754,-73.99643611999761
320 West 85th Street House,40.788365350644014,-73.97932786704713
147 Eighth Avenue House,40.74200041182202,-74.00124952742229
337 West 85th Street House,40.78896797194776,-73.97949852758285
140 Broadway,40.708675589781066,-74.0099314236412
Kent Automatic Parking Garage,40.77050503886936,-73.98327585188986
Saint Paul's Chapel and Graveyard,40.71144942086003,-74.00942375079228
Greenwich Savings Bank,40.751497796126266,-73.98713468910609
John and Mary Sutphen House,40.78035966587535,-73.98523436342003
130 West 30th Street Building,40.74767451627891,-73.99114376221492
Potter Building,40.71153493607287,-74.00641414289836
322 West 85th Street House,40.78838844586932,-73.97938277399301
326 Spring Street House,40.725860320790304,-74.00948360508578
Roman Catholic Orphan Asylum,40.722821368300686,-73.9952980894645
Theodore Roosevelt Birthplace,40.73863546988475,-73.98902692680664
Brill Building,40.76119615072109,-73.98461322765242
Empire Building,40.70744909136018,-74.01250054431058
Bowery Savings Bank,40.718927426473805,-73.99523239695222
Schermerhorn Building,40.72761081525961,-73.9937319900443
West Street Building,40.709990007983684,-74.01415960879373
140 West 57th Street Studio Building,40.76472417159079,-73.9789308452346
451 West 24th Street House,40.74825970634055,-74.00275314585755
20 Saint Mark's Place House,40.72889581381632,-73.98895024278457
Public National Bank of New York Building,40.72414121798666,-73.97857111377427
American Seamen's Friend Society Sailors' Home and Institute,40.73831845847588,-74.00927201298165
City Hall,40.71216986188322,-74.00678131572369
Kehila Kadosha Janina Synagogue,40.71860553093754,-73.9911562926769
Mansfield Theater,40.75995040107778,-73.9870030131265
United States Custom House,40.70734636148666,-74.01019806956063
Woolworth Building,40.71247149978364,-74.0084545029257
Flatiron Building,40.74113844600581,-73.98959182541259
"Children's Aid Society, Elizabeth Home for Girls",40.73097932008541,-73.98515219639525
New York Savings Bank,40.74012392559876,-74.00269321702105
McGraw-Hill Building,40.757514580447335,-73.99145953096104
447 West 24th Street House,40.74820508752573,-74.00262293958279
361 Broadway Building,40.7174824696618,-74.00401088820497
Forward Building,40.71382330122472,-73.98949378908873
Majestic Theater,40.758479397201945,-73.98799515548487
275 Madison Avenue Building,40.75114169560557,-73.9799440955953
Eldridge Street Synagogue,40.71471744005869,-73.99340636651458
Paramount Building,40.75720188478111,-73.98681289732704
Old Merchant's House,40.727769822477214,-73.99223882303696
Osborne Apartments,40.765986013954056,-73.98026683574095
Dennison and Lydia Wood House,40.72576917272959,-74.00859064214974
New Amsterdam Theater,40.75601988274818,-73.98792884894017
Sixty-Ninth Regiment Armory,40.74142019259761,-73.98446134621977
Gorham Manufacturing Company Building,40.73875826193315,-73.99014877875199
James Hampden Robb and Cornelia Van Rennselaer Robb House,40.74774920025869,-73.98029215880442
"New York Curb Exchange, incorporating the New York Curb Market Building",40.70876461240099,-74.01275121206396
Pierpont Morgan Library and Annex,40.749148458244996,-73.98118217771076
5 West 16th Street Building,40.73789321014563,-73.99332466128224
335 West 85th Street House,40.78896193644537,-73.97943251552778
Saint James Roman Catholic Church,40.71226802916979,-73.9983948003931
Union League Club,40.74892984049358,-73.98054636453644
332 West 83rd Street House,40.787433984852534,-73.98084369521884
331 West 85th Street House,40.78888651603954,-73.97930587987426
104 Riverside Drive House,40.787287875814044,-73.98089599498203
Manhattan Company Building,40.70706256382346,-74.00973251809872
"Kitchen, Montross & Wilcox Store",40.717527490447424,-74.00465414442604
"Phelps Stokes-J. P. Morgan, Jr., House",40.74929244072117,-73.98123693862892
Louis H. Chalif Normal School of Dancing,40.76556804888077,-73.97927948832664
Trinity Building,40.70865655708197,-74.01156048655079
United States Appraisers' Store,40.732338940498366,-74.008098118432
Marble Collegiate Church,40.74566270324277,-73.98702673114573
Haskins & Sells Building,40.75264328590755,-73.98409591287428
Theater Masque,40.75869856475269,-73.98791781957128
281 East Broadway House,40.71424910589558,-73.98438733746467
Webster Hall and Annex,40.73181028272641,-73.98906763658417
Saint Peter's Roman Catholic Church,40.71231305767036,-74.00952839711249
Normandy Apartments,40.790127735101485,-73.97959675047429
Park Row Building,40.711062321706656,-74.00779268751674
Cooper Union,40.72938960864506,-73.99041228206762
Trinity Church and Graveyard,40.70819604293391,-74.01190114787337
Cities Service Building,40.70653139830085,-74.00788002759084
General Society of Mechanics and Tradesmen,40.755105913424764,-73.98129886332941
513 Grand Street House,40.71442433475048,-73.98208038271305
127 MacDougal Street House,40.730638371872104,-74.00016176339213
B. Altman & Co. Department Store,40.74844639005939,-73.98331570037438
574 Sixth Avenue Building,40.738678982888864,-73.99552016897385
17 West 16th Street House,40.73815190784375,-73.99393919153061
23 Park Place Building,40.71338035253351,-74.00858552805916
Fire Engine Company No. 7/Hook & Ladder Company No. 1,40.715299846821246,-74.00627227696917
154 West 14th Street Building,40.73814764749789,-73.99950104222297
Aschenbroedel Verein Building,40.72631048063063,-73.99020158117165
Lincoln Building,40.73549685731574,-73.99182479868645
Trinity Chapel Complex,40.74374756582105,-73.98979174085383
105 Riverside Drive House,40.78737054422554,-73.98088756879936
Hotel Wolcott,40.74656920790891,-73.98670296526318
83 Sullivan Street House,40.72472147639785,-74.00342638048204
Eleventh District Municipal Court/Seventh District Magistrates' Court,40.76488296031817,-73.98541627565874
Gilsey House,40.74614948959583,-73.98809203878287
506 Canal Street House,40.72463286291942,-74.00967617374751
41 Worth Street Building,40.7175996082591,-74.00692220157804
Fire Engine Company No. 23,40.766791304912104,-73.98028297074045
7 West 16th Street Building,40.737936844794106,-73.99342831303409
Puck Building,40.72461182563494,-73.99531621453025
Forty-Sixth Street Theater,40.75903064527259,-73.98672189050237
23 West 16th Street Building,40.738262210398275,-73.99420121011052
Fire Engine Company No. 31,40.71731947663848,-74.00109906922964
Grand Hotel,40.74712677102093,-73.98792030821738
Oliver Street Baptist Church,40.712989967156474,-73.9976423025929
Association of the Bar of the City of New York,40.755337737021605,-73.9821249601348
Music Box Theater,40.75892173881774,-73.9870989153748
"New York Public Library, Tompkins Square Branch",40.72733209653863,-73.98036843416351
116 Sullivan Street House,40.72617664180711,-74.00292711313536
Lyceum Theater,40.7579278464591,-73.98442196551643
"New York Public Library, Astor, Lenox and Tilden Foundations",40.7531589363038,-73.98249795891495
Rectory of the Church of the Transfiguration,40.745311802398696,-73.98617627503282
Knickerbocker Hotel,40.755182216105325,-73.98599749798399
Bennett Building,40.710526100661674,-74.0077915101321
Adelaide L. T. Douglas Residence,40.749118383402134,-73.97937999645391
"Free Public Baths of the City of New York, East 11th Street Bath",40.72756655944965,-73.98019983112407
Lord & Taylor Building,40.75158296630728,-73.98308088909856
United States Rubber Company Building,40.76674598669838,-73.98136694014735
Willett Street Methodist Episcopal Church,40.71555896258875,-73.98326697064478
Madison Belmont Building,40.74725965107935,-73.98275329869806
Saint George's Syrian Catholic Church,40.70837334196896,-74.01404419360786
Bryant Park Studios,40.753284593167066,-73.98479663913713
Bankers Trust Building,40.70759763357356,-74.01079622272601
Down Town Association Building,40.70673153383227,-74.00810166305325
488 Greenwich Street House,40.7252811908855,-74.00942288706351
329 West 85th Street House,40.78886034085943,-73.97924397696667
434 Lafayette Street Building,40.72941228719299,-73.99248076229911
94 Greenwich Street House,40.708110758395016,-74.01378875509889
Paramount Hotel,40.75968973910012,-73.98693693560331
New-York Cab Company Stable,40.78089389846067,-73.98033168685882
"Children's Aid Society, Tompkins Square Lodging House for Boys and Industrial School",40.72570845665515,-73.98040090498674
First Battery Armory,40.77300208125801,-73.9807985376764
143 Allen Street House,40.72045436822424,-73.99011107705327
Plymouth Theater,40.75851784289752,-73.98737713415622
287 Broadway Building,40.71468381267088,-74.00621353997728
Middleton S. and Emilie Neilson Burrill House,40.749726189868845,-73.98028706693347
190 Grand Street House,40.71948902126048,-73.9969923753453
Tiffany & Co. Building,40.749935428425125,-73.98287115261645
New York Evening Post Building,40.71210317651144,-74.00948182221484
Manufacturers Trust Company Building,40.754069775799394,-73.98086507042713
Judson Memorial Church,40.73022490630358,-73.99846648979793
I. Miller Building,40.75856789296115,-73.98470821790615
Liberty Tower,40.70884889290083,-74.0093397115035
Cary Building,40.71526090786347,-74.00799190869004
263 Henry Street Building,40.714042752314334,-73.98459303807284
Lord & Taylor Store,40.739156222963246,-73.99003738913262
Union Square Savings Bank,40.7353533955709,-73.98927409363212
19 West 16th Street Building,40.738174132195425,-73.99403945543051
American Tract Society Building,40.71136954878923,-74.00587424348649
131 Charles Street House,40.7344006652434,-74.00764330975737
Broadway-Chambers Building,40.71443367524094,-74.00642244266301
Empire State Building,40.748563058390125,-73.98605926723324
144 West 14th Street Building,40.737884433856195,-73.99899402216826
Stuyvesant High School,40.732623964308694,-73.98241596357715
459 West 24th Street House,40.74837007164858,-74.00302047467521
Ansonia Hotel,40.780183202124626,-73.98237959661488
New York County Courthouse,40.71408989310049,-74.00118074538307
Fire Engine Company No. 33,40.72702789759597,-73.99247361291596
2 White Street House,40.71947461462914,-74.00588753857805
316 West 85th Street House,40.78831982362117,-73.979219631397
192 Grand Street House,40.719461629048865,-73.99691014233112
354 West 11th Street House,40.735179627700894,-74.00884421414595
Society House of the American Society of Civil Engineers,40.765696968843606,-73.98121865190667
103 Riverside Drive House,40.787219943173426,-73.9809111737004
500 Fifth Avenue Building,40.75396445827267,-73.98119772205861
Hollywood Theater,40.76273568753689,-73.98420419225697
Gainsborough Studios,40.76715481663006,-73.98046691000225
Philip and Maria Kleeberg House,40.78061682178624,-73.98530412647712
Keuffel & Esser Company Building,40.71027828841003,-74.00720106300257
Springs Mills Building,40.75355144841689,-73.98576060137437
Brown Building,40.73012825443637,-73.99534739867373
131 MacDougal Street House,40.73072866917411,-74.00008538654888
333 West 85th Street House,40.788931489194994,-73.97936050702295
Century Building,40.73713559745045,-73.98929583876276
"Swift, Seaman & Company Building",40.71501207975694,-74.008855552222
Scheffel Hall,40.73548019641066,-73.98594990580162
Alvin W. and Angeline Krech House,40.77087549331767,-73.96662936082511
John B. and Caroline Trevor House,40.78447199093743,-73.9568457969654
"Roosevelt Hospital, William J. Syms Operating Theater",40.76916589316734,-73.98521552655782
Amster Yard,40.755141222775634,-73.97019493080198
160 East 92nd Street House,40.78279359667757,-73.95217894594855
Baumann Brothers Furniture and Carpets Store,40.73509743047959,-73.99267121729609
Alwyn Court Apartments,40.76581399834787,-73.97927534778376
Park East Synagogue,40.76702356583593,-73.96331545739334
216 East 78th Street House,40.773127931375406,-73.95718598584139
Ogden Codman House,40.78788987302186,-73.95486793923179
University Club,40.76160709168428,-73.97566146553537
Harry B. and Evelina Hollins Residence,40.76248549598345,-73.97554481176982
The Windermere,40.76774113550574,-73.98625012711942
Starrett-Lehigh Building,40.75154368135598,-74.00632080303234
129 MacDougal Street House,40.73068315186089,-74.00012388715302
William and Clara Baumgarten House,40.79931062519061,-73.97189440247507
Beaux-Arts Institute of Design,40.750731600744864,-73.97085237020721
175 West Broadway Building,40.71779624552222,-74.00718853854755
Tammany Hall,40.73618569379112,-73.9886759883913
Cort Theater,40.759104139444595,-73.98302542368378
Eglise de Notre Dame,40.80519084696723,-73.96047667049989
Erlanger Theater,40.75798697923434,-73.9881333716902
149 Mulberry Street House,40.71910498848019,-73.99769932235627
161 East 73rd Street Carriage House,40.7711333928438,-73.96105491070769
General Ulysses S. Grant Tomb,40.813451205248484,-73.96305161141849
Saint Jean Baptiste Church,40.772592747654876,-73.95997812872149
Saks Fifth Avenue,40.757914611001034,-73.9765901052456
"New York Public Library, Yorkville Branch",40.7735937609583,-73.95640389739674
455 West 24th Street House,40.74831270374167,-74.00287949080575
J. William and Margaretta C. Clark House,40.76900123029964,-73.96608453387184
339 Grand Street House,40.71679272235344,-73.9901596657032
Zion English Lutheran Church,40.71473455283699,-73.99913347337657
Manhattan House,40.765062590573315,-73.96230740884594
